STN_ID,STNCODE,STNNAME,CITY2,STATE,STFIPS,Latitude,Longitude
103,ATL,"Atlanta, Georgia",Atlanta,GA,13,-84.3925,33.7994
104,DOW,"Downingtown, Pennsylvania",Downingtown,PA,42,-75.7108,40.0022
105,SVT,"Sturtevant, Wisconsin",Sturtevant,WI,55,-87.9063,42.7183
106,GTA,"Goleta, California",Goleta,CA,6,-119.843,34.4377
107,ABQ,"Albuquerque, New Mexico",Albuquerque,NM,35,-106.648,35.0821
108,VNC,"Van Nuys (Amtrak), California","Van Nuys",CA,6,-118.448,34.2113
109,DNC,"Durham, North Carolina",Durham,NC,37,-78.9063,35.9973
110,MEM,"Memphis, Tennessee",Memphis,TN,47,-90.0591,35.1325
111,OAC,"Coliseum/Oakland Airport, Oakland, California","Oakland - Coliseum Airport",CA,6,-122.198,37.7525
112,JAX,"Jacksonville, Florida",Jacksonville,FL,12,-81.7239,30.3656
113,RNO,"Reno, Nevada",Reno,NV,32,-119.812,39.5285
114,ARD,"Ardmore, Pennsylvania",Ardmore,PA,42,-75.2904,40.0083
115,MID,"Middletown, Pennsylvania",Middletown,PA,42,-76.7309,40.1926
116,MAC,"Macomb, Illinois",Macomb,IL,17,-90.6709,40.4612
117,DER,"Dearborn, Michigan",Dearborn,MI,26,-83.2353,42.3072
118,LNS,"East Lansing, Michigan","East Lansing",MI,26,-84.496,42.7187
119,VEC,"Ventura, California",Ventura,CA,6,-119.3,34.2769
120,MIA,"Miami, Florida",Miami,FL,12,-80.2578,25.8496
121,DHM,"Durham, New Hampshire",Durham,NH,33,-70.936,43.1393
122,OLW,"Olympia/Lacey, Washington",Olympia-Lacey,WA,53,-122.794,46.9913
123,OSB,"Old Saybrook, Connecticut","Old Saybrook",CT,9,-72.3768,41.3004
124,CHS,"Charleston, South Carolina",Charleston,SC,45,-79.998,32.8749
125,CWT,"Chatsworth, California",Chatsworth,CA,6,-118.599,34.2532
126,SLM,"Salem, Oregon",Salem,OR,41,-123.028,44.9323
127,BUR,"Burbank (Airport), California","Burbank Bob Hope Airport",CA,6,-118.354,34.1931
128,ALN,"Alton, Illinois",Alton,IL,17,-90.1363,38.9047
129,WBG,"Williamsburg, Virginia",Williamsburg,VA,51,-76.7086,37.2764
130,UCA,"Utica, New York",Utica,NY,36,-75.2234,43.1039
131,JOL,"Joliet, Illinois",Joliet,IL,17,-88.0788,41.5252
132,WLN,"Wilson, North Carolina",Wilson,NC,37,-77.908,35.7231
133,FBG,"Fredericksburg, Virginia",Fredericksburg,VA,51,-77.4572,38.2984
134,WPB,"West Palm Beach, Florida","West Palm Beach",FL,12,-80.0622,26.7125
135,SAV,"Savannah, Georgia",Savannah,GA,13,-81.1483,32.0834
136,GLN,"Glenview, Illinois",Glenview,IL,17,-87.8056,42.075
137,TOL,"Toledo, Ohio",Toledo,OH,39,-83.5417,41.6384
138,KWD,"Kirkwood, Missouri",Kirkwood,MO,29,-90.4068,38.5811
139,SDY,"Schenectady, New York",Schenectady,NY,36,-73.9429,42.8146
140,WFH,"Whitefish, Montana",Whitefish,MT,30,-114.336,48.4135
141,RMT,"Rocky Mount, North Carolina","Rocky Mount",NC,37,-77.7979,35.938
142,FAY,"Fayetteville, North Carolina",Fayetteville,NC,37,-78.8848,35.055
143,DOV,"Dover, New Hampshire",Dover,NH,33,-70.8784,43.198
144,SAS,"San Antonio, Texas","San Antonio",TX,48,-98.4781,29.4193
145,MJY,"Mount Joy, Pennsylvania","Mount Joy",PA,42,-76.5026,40.109
146,BEL,"Bellingham, Washington",Bellingham,WA,53,-122.511,48.7203
147,DET,"Detroit, Michigan",Detroit,MI,26,-83.0724,42.3681
148,SPK,"Spokane, Washington",Spokane,WA,53,-117.415,47.6567
149,WEM,"Wells, Maine",Wells,ME,23,-70.6122,43.3208
150,HAY,"Hayward, California",Hayward,CA,6,-122.099,37.666
151,CLE,"Cleveland, Ohio",Cleveland,OH,39,-81.6962,41.5058
152,PAR,"Parkesburg, Pennsylvania",Parkesburg,PA,42,-75.9221,39.9592
153,JAN,"Jackson, Mississippi",Jackson,MS,28,-90.1909,32.3008
154,NPV,"Naperville, Illinois",Naperville,IL,17,-88.1455,41.7795
155,CML,"Camarillo, California (Trains)",Camarillo,CA,6,-119.034,34.2159
156,GSC,"Glenwood Springs, Colorado","Glenwood Springs",CO,8,-107.323,39.5479
157,FLO,"Florence, South Carolina",Florence,SC,45,-79.7571,34.1992
158,GDL,"Glendale, California",Glendale,CA,6,-118.259,34.1237
159,CRT,"Croton Harmon, New York",Croton-Harmon,NY,36,-73.8824,41.1899
160,HHL,"Haverhill, Massachusetts",Haverhill,MA,25,-71.0864,42.7733
161,OKC,"Oklahoma City, Oklahoma","Oklahoma City",OK,40,-97.5127,35.4655
162,NFK,"Norfolk, Virginia",Norfolk,VA,51,-76.2762,36.8435
163,SAO,"Saco, Maine",Saco,ME,23,-70.4491,43.4962
164,SIM,"Simi Valley, California","Simi Valley",CA,6,-118.695,34.2702
165,SCC,"University Station","Santa Clara University",CA,6,-121.937,37.3532
166,WLY,"Westerly, Rhode Island",Westerly,RI,44,-71.8298,41.3811
167,RVM,"Richmond (Main St), Virginia",Richmond,VA,51,-77.4295,37.5342
168,PJC,"Princeton Junction, New Jersey","Princeton Junction",NJ,34,-74.624,40.3158
169,BHM,"Birmingham, Alabama",Birmingham,AL,1,-86.8066,33.5128
170,FTL,"Fort Lauderdale, Florida","Fort Lauderdale",FL,12,-80.17,26.1193
171,DAL,"Dallas, Texas",Dallas,TX,48,-96.8072,32.7761
172,EVR,"Everett, Washington",Everett,WA,53,-122.198,47.9754
173,QCY,"Quincy, Illinois",Quincy,IL,17,-91.3685,39.9571
174,SLC,"Salt Lake City, Utah","Salt Lake City",UT,49,-111.908,40.7617
175,FMT,"Fremont (Trains, Capitol Buses), California",Fremont,CA,6,-122.007,37.5591
176,WAC,"Wasco, California",Wasco,CA,6,-119.332,35.5941
177,FLG,"Flagstaff, Arizona",Flagstaff,AZ,4,-111.649,35.1974
178,JEF,"Jefferson City, Missouri","Jefferson City",MO,29,-92.1699,38.5789
179,ACA,"Antioch-Pittsburg, California",Antioch-Pittsburg,CA,6,-121.816,38.0177
180,RSV,"Roseville, California",Roseville,CA,6,-121.286,38.75
181,BTL,"Battle Creek, Michigan","Battle Creek",MI,26,-85.1878,42.3185
182,GRR,"Grand Rapids, Michigan","Grand Rapids",MI,26,-85.6724,42.9558
183,SKT,"Stockton (ACE, 701-704), California","Stockton  - ACE Station",CA,6,-121.279,37.957
184,BFX,"Buffalo (Exchange St), New York","Buffalo- Exchange St.",NY,36,-78.8737,42.8784
185,KIS,"Kissimmee, Florida",Kissimmee,FL,12,-81.4042,28.2938
186,ABE,"Aberdeen, Maryland",Aberdeen,MD,24,-76.1633,39.5084
187,MAT,"Mattoon, Illinois",Mattoon,IL,17,-88.376,39.4827
188,HMW,"Homewood, Illinois",Homewood,IL,17,-87.6687,41.5625
189,SAR,"Saratoga Springs, New York","Saratoga Springs",NY,36,-73.81,43.0828
190,PCT,"Princeton, Illinois",Princeton,IL,17,-89.4668,41.3852
191,HOM,"Holland, Michigan",Holland,MI,26,-86.0965,42.7911
192,ALY,"Albany, Oregon",Albany,OR,41,-123.103,44.6305
193,KFS,"Klamath Falls, Oregon","Klamath Falls",OR,41,-121.772,42.2255
194,HPT,"High Point, North Carolina","High Point",NC,37,-80.0061,35.9571
195,CLB,"Columbia, South Carolina",Columbia,SC,45,-81.0405,33.9943
196,GJT,"Grand Junction, Colorado","Grand Junction",CO,8,-108.57,39.0644
197,KEL,"Kelso-Longview, Washington",Kelso-Longview,WA,53,-122.913,46.1423
198,CPN,"Carpinteria, California",Carpinteria,CA,6,-119.523,34.3968
199,AUS,"Austin, Texas",Austin,TX,48,-97.7569,30.2694
200,IND,"Indianapolis, Indiana",Indianapolis,IN,18,-86.1604,39.762
201,EDM,"Edmonds, Washington",Edmonds,WA,53,-122.384,47.8111
202,COC,"Corcoran, California",Corcoran,CA,6,-119.557,36.0985
203,PTB,"Petersburg, Virginia",Petersburg,VA,51,-77.4288,37.2416
204,TUK,"Tukwila, Washington",Tukwila,WA,53,-122.24,47.4611
205,OMA,"Omaha, Nebraska",Omaha,NE,31,-95.9286,41.2498
206,MOT,"Minot, North Dakota",Minot,ND,38,-101.299,48.2361
207,FLN,"Flint, Michigan",Flint,MI,26,-83.6517,43.0154
208,TRK,"Turlock-Denair, California",Turlock-Denair,CA,6,-120.798,37.5272
209,NFL,"Niagara Falls, New York, United States","Niagara Falls",NY,36,-79.0319,43.1135
210,LVW,"Longview, Texas",Longview,TX,48,-94.7283,32.494
211,WPK,"Winter Park, Florida","Winter Park",FL,12,-81.352,28.5971
212,ASD,"Ashland, Virginia",Ashland,VA,51,-77.4813,37.7596
213,WTN,"Williston, North Dakota",Williston,ND,38,-103.621,48.143
214,MDR,"Madera, California",Madera,CA,6,-120.075,37.0225
215,TUS,"Tucson, Arizona",Tucson,AZ,4,-110.967,32.223
216,BRK,"Visitor's Center",Brunswick,ME,23,-69.9655,43.9113
217,LEE,"Lees Summit, Missouri","Lees Summit",MO,29,-94.378,38.9126
218,ROY,"Royal Oak, Michigan","Royal Oak",MI,26,-83.147,42.4884
219,LSE,"LaCrosse, Wisconsin","La Crosse",WI,55,-91.2473,43.8331
220,EFG,"Effingham, Illinois",Effingham,IL,17,-88.5471,39.1171
221,CTL,"Centralia, Washington",Centralia,WA,53,-122.953,46.7175
222,HOL,"Hollywood, Florida",Hollywood,FL,12,-80.1679,26.0116
223,MYS,"Mystic, Connecticut",Mystic,CT,9,-71.9631,41.3509
224,YNY,"Yonkers, New York",Yonkers,NY,36,-73.9023,40.9356
225,DFB,"Deerfield Beach, Florida","Deerfield Beach",FL,12,-80.1221,26.3171
226,HEM,"Hermann, Missouri",Hermann,MO,29,-91.4326,38.7073
227,BNC,"Burlington, North Carolina",Burlington,NC,37,-79.4345,36.0942
228,MDT,"Mendota, Illinois",Mendota,IL,17,-89.1179,41.5496
229,TRM,"Troy, MI",Troy,MI,26,-83.191,42.5426
230,PSC,"Pasco, Washington",Pasco,WA,53,-119.088,46.237
231,JXN,"Jackson, Michigan",Jackson,MI,26,-84.3997,42.2481
232,DLD,"Deland, Florida",DeLand,FL,12,-81.3525,29.0179
233,JST,"Johnstown, Pennsylvania",Johnstown,PA,42,-78.922,40.3297
234,ALT,"Altoona, Pennsylvania",Altoona,PA,42,-78.4016,40.5145
235,WTH,"Winter Haven, Florida","Winter Haven",FL,12,-81.7349,28.0021
236,SAL,"Salisbury, North Carolina",Salisbury,NC,37,-80.4663,35.6675
237,MSS,"Manassas, Virginia",Manassas,VA,51,-77.4726,38.7501
238,FAR,"Fargo, North Dakota",Fargo,ND,38,-96.7854,46.881
239,WOB,"Woburn, Massachusetts",Woburn,MA,25,-71.1438,42.5174
240,SNS,"Salinas, California",Salinas,CA,6,-121.657,36.6791
241,SOB,"South Bend, Indiana","South Bend",IN,18,-86.2873,41.6784
242,EKH,"Elkhart, Indiana",Elkhart,IN,18,-85.9718,41.6808
243,CEN,"Centralia, Illinois",Centralia,IL,17,-89.1361,38.5275
244,LCN,"Lincoln, Illinois",Lincoln,IL,17,-89.3637,40.1479
245,NBU,"New Buffalo, MI","New Buffalo",MI,26,-86.7458,41.7967
246,WTI,"Waterloo, Indiana",Waterloo,IN,18,-85.0243,41.4318
247,PTH,"Port Huron, Michigan","Port Huron",MI,26,-82.4438,42.9604
248,KKI,"Kankakee, Illinois",Kankakee,IL,17,-87.8654,41.1193
249,HOS,"Houston, Texas",Houston,TX,48,-95.3675,29.7673
250,GVB,"Grover Beach, California","Grover Beach",CA,6,-120.629,35.1213
251,ESX,"Essex Junction, Vermont","Essex Junction-Burlington",VT,50,-73.1103,44.4925
252,WIN,"Winona, Minnesota",Winona,MN,27,-91.6401,44.0444
253,SRB,"Sorrento Valley, CA","Sorrento Valley",CA,6,-117.225,32.9027
254,QAN,"Quantico, Virginia",Quantico,VA,51,-77.293,38.5219
255,KAN,"Kannapolis, North Carolina",Kannapolis,NC,37,-80.6249,35.4962
256,MVW,"Mount Vernon, Washington","Mount Vernon",WA,53,-122.335,48.4185
257,LAF,"Lafayette, Indiana",Lafayette,IN,18,-86.8959,40.4193
258,LRK,"Little Rock, Arkansas","Little Rock",AR,5,-92.2868,34.7503
259,MDN,"Meriden, Connecticut",Meriden,CT,9,-72.8007,41.5394
260,MPK,"Moorpark, California",Moorpark,CA,6,-118.878,34.2848
261,NHT,"Northampton, MA",Northampton,MA,25,-72.6264,42.3189
262,KEE,"Kewanee, Illinois",Kewanee,IL,17,-89.9275,41.2458
263,WNL,"Windsor Locks, Connecticut","Windsor Locks",CT,9,-72.6261,41.914
264,NLS,"Niles, Michigan",Niles,MI,26,-86.2524,41.8374
265,RAT,"Raton, New Mexico",Raton,NM,35,-104.438,36.9011
266,SBG,"Sebring, Florida",Sebring,FL,12,-81.4342,27.4966
267,RLN,"Rocklin, California",Rocklin,CA,6,-121.237,38.791
268,ERI,"Erie, Pennsylvania",Erie,PA,42,-80.0824,42.1208
269,BER,"Berlin, Connecticut",Berlin,CT,9,-72.7653,41.6356
270,BRA,"Brattleboro, Vermont",Brattleboro,VT,50,-72.5565,42.8508
271,OSC,"Osceola, Iowa",Osceola,IA,19,-93.7649,41.0371
272,WAH,"Washington, Missouri",Washington,MO,29,-91.0127,38.5615
273,ARN,"Auburn, California",Auburn,CA,6,-121.083,38.9036
274,ORB,"Old Orchard Beach, Maine (Seasonal)","Old Orchard Beach",ME,23,-70.3762,43.5143
275,GLP,"Gallup, New Mexico",Gallup,NM,35,-108.741,35.5292
276,TPL,"Temple, Texas",Temple,TX,48,-97.3458,31.0959
277,COT,"Coatesville, Pennsylvania",Coatesville,PA,42,-75.8209,39.9857
278,SNP,"San Clemente Pier, California","San Clemente Pier",CA,6,-117.62,33.4196
279,PON,"Pontiac, Illinois",Pontiac,IL,17,-88.6366,40.8797
280,CLP,"Culpeper, Virginia",Culpeper,VA,51,-77.9934,38.4724
281,WEN,"Wenatchee, Washington",Wenatchee,WA,53,-120.307,47.4216
282,GWD,"Greenwood, Mississippi",Greenwood,MS,28,-90.1765,33.5172
283,ORC,"Oregon City, Oregon","Oregon City",OR,41,-122.596,45.3661
284,LNK,"Lincoln, Nebraska",Lincoln,NE,31,-96.7132,40.8159
285,TRU,"Truckee, California",Truckee,CA,6,-120.185,39.3276
286,ELP,"El Paso, Texas","El Paso",TX,48,-106.496,31.7574
287,LKL,"Lakeland, Florida",Lakeland,FL,12,-81.9519,28.0456
288,WDL,"Wisconsin Dells, Wisconsin","Wisconsin Dells",WI,55,-89.7775,43.6265
289,RUD,"Rutland, Vermont",Rutland,VT,50,-72.9815,43.6058
290,CBS,"Columbus, Wisconsin",Columbus,WI,55,-89.0126,43.3406
291,GFK,"Grand Forks, North Dakota","Grand Forks",ND,38,-97.1108,47.9175
292,NFS,"VIA Rail Canada Station","Niagara Falls",ND,38,-79.0633,43.1087
293,WAR,"Warrensburg, Missouri",Warrensburg,MO,29,-93.7409,38.7627
294,GPK,"East Glacier Park, Montana","East Glacier Park",MT,30,-113.22,48.4423
295,NEW,"Newton, Kansas",Newton,KS,20,-97.3449,38.047
296,WRJ,"White River Jct., Vermont","White River Junction",VT,50,-72.3173,43.6478
297,GNB,"Greensburg, Pennsylvania",Greensburg,PA,42,-79.5469,40.305
298,MTP,"Mt. Pleasant, Iowa","Mount Pleasant",IA,19,-91.5508,40.9712
299,PLB,"Plattsburgh, New York",Plattsburgh,NY,36,-73.4463,44.6967
300,DLB,"Delray Beach, Florida","Delray Beach",FL,12,-80.0911,26.454
301,CIC,"Chico, California",Chico,CA,6,-121.846,39.7233
302,SSM,"Selma, North Carolina",Selma-Smithfield,NC,37,-78.2801,35.5328
303,NRK,"Newark, Delaware",Newark,DE,10,-75.7535,39.6697
304,PNT,"Pontiac, Michigan",Pontiac,MI,26,-83.2923,42.6328
305,TOH,"Tomah, Wisconsin",Tomah,WI,55,-90.5053,43.986
306,RIV,"Riverside, California",Riverside-Downtown,CA,6,-117.37,33.9757
307,SJM,"St. Joseph, Michigan","St. Joseph-Benton Harbor",MI,26,-86.4845,42.1091
308,DRD,"Durand, Michigan",Durand,MI,26,-83.9823,42.9095
309,PAK,"Palatka, Florida",Palatka,FL,12,-81.6405,29.6497
310,GUA,"Guadalupe, California",Guadalupe,CA,6,-120.573,34.9629
311,KTR,"Kingstree, South Carolina",Kingstree,SC,45,-79.829,33.6639
